MGO1,MGS1,MGO2,MGS2,MGO3,MGS3,MGO4,MGS4,MGO5,MGS5,MGO6,MGS6,MGO7,MGS7,MGO8,MGS8,MGO9,MGS9,MGO10,MGS10,MGO11,MGS11,MGO12,MGS12,MGO13,MGS13,MGO14,MGS14,MGO15,MGS15,MGO16,MGS16,MGO17,MGS17,AttCheck,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Rel,Eng,Emp_status,Income,Education,Gender,pol_party_1,pol_party_2,pol_party_3,pol_party_4,pol_soc,pol_econ,Condition,subj,Other1Self0,Public1Priv0,MoralGood1,MoralGood2,MoralGood3,MoralGood4,MoralGood5,MoralGood6,MoralGood7,MoralGood8,MoralGood9,MoralGood10,MoralGood11,MoralGood12,MoralGood13,MoralGood14,MoralGood15,MoralGood16,MoralGood17,Race,PartyID,Ideology
3,,5,,6,,6,,6,,5,,6,,6,,5,,5,,5,,5,,5,,5,,3,,6,,6,,orange,59,1,,,,,,#NULL!,2,1,6,2,5,1,,1,,,2,2,OtherPublic,350,1,1,3,5,6,6,6,5,6,6,5,5,5,5,5,5,3,6,6,White,Dem,2
,5,,5,,4,,6,,6,,5,,6,,6,,5,,5,,6,,5,,6,,5,,5,,6,,6,orange,33,1,,,,,,#NULL!,1,1,1,7,5,1,,,1,,2,8,SelfPrivate,351,0,0,5,5,4,6,6,5,6,6,5,5,6,5,6,5,5,6,6,White,Ind,5
,3,,4,,5,,6,,6,,3,,4,,4,,4,,4,,5,,4,,4,,4,,3,,3,,3,orange,38,,,,1,,,#NULL!,1,1,1,7,5,1,,,1,,3,3,SelfPublic,352,0,1,3,4,5,6,6,3,4,4,4,4,5,4,4,4,3,3,3,Asian,Ind,3
,5,,5,,5,,5,,5,,5,,5,,5,,5,,6,,5,,4,,5,,5,,5,,5,,5,orange,42,1,,,,,,#NULL!,4,1,1,8,4,1,1,,,,10,10,SelfPublic,353,0,1,5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5,5,White,Rep,10
4,,5,,5,,6,,6,,5,,6,,6,,6,,6,,5,,4,,6,,6,,4,,4,,6,,orange,39,1,,,,,,#NULL!,3,1,1,4,4,1,,,1,,4,4,OtherPublic,354,1,1,4,5,5,6,6,5,6,6,6,6,5,4,6,6,4,4,6,White,Ind,4
,4,,5,,5,,6,,6,,5,,6,,6,,6,,5,,6,,4,,5,,6,,4,,5,,5,orange,41,1,,,,,,#NULL!,1,1,1,4,3,2,,1,,,2,2,SelfPrivate,355,0,0,4,5,5,6,6,5,6,6,6,5,6,4,5,6,4,5,5,White,Dem,2
6,,5,,6,,6,,6,,6,,6,,7,,6,,6,,6,,6,,6,,6,,4,,6,,6,,orange,50,1,,,,,,#NULL!,3,1,9,3,3,2,1,,,,8,8,OtherPrivate,356,1,0,6,5,6,6,6,6,6,7,6,6,6,6,6,6,4,6,6,White,Rep,8
,5,,5,,6,,6,,6,,5,,5,,6,,5,,5,,6,,5,,5,,6,,5,,5,,5,orange,43,1,,,,,,#NULL!,3,1,1,5,5,1,,,1,,4,8,SelfPublic,357,0,1,5,5,6,6,6,5,5,6,5,5,6,5,5,6,5,5,5,White,Ind,6
,5,,6,,6,,6,,6,,5,,7,,6,,6,,5,,5,,5,,6,,6,,4,,6,,6,orange,58,1,,,,,,#NULL!,2,1,8,5,6,1,,1,,,1,1,SelfPrivate,358,0,0,5,6,6,6,6,5,7,6,6,5,5,5,6,6,4,6,6,White,Dem,1
,7,,7,,7,,7,,7,,7,,7,,7,,5,,6,,5,,5,,7,,5,,5,,3,,7,orange,45,1,,,,,,#NULL!,1,1,9,3,3,1,1,,,,8,9,SelfPublic,359,0,1,7,7,7,7,7,7,7,7,5,6,5,5,7,5,5,3,7,White,Rep,8.5
7,,4,,6,,5,,5,,4,,7,,5,,5,,5,,4,,5,,5,,7,,3,,4,,4,,orange,34,1,,,,,,#NULL!,2,1,1,2,4,2,1,,,,4,4,OtherPrivate,360,1,0,7,4,6,5,5,4,7,5,5,5,4,5,5,7,3,4,4,White,Rep,4
,4,,2,,4,,6,,6,,5,,5,,7,,6,,6,,5,,5,,6,,6,,4,,5,,4,orange,34,1,,,,,,#NULL!,1,1,1,4,3,1,,1,,,2,2,SelfPublic,361,0,1,4,2,4,6,6,5,5,7,6,6,5,5,6,6,4,5,4,White,Dem,2
1,,2,,4,,6,,6,,2,,7,,7,,5,,1,,1,,5,,5,,6,,1,,2,,5,,orange,57,1,,,,,,#NULL!,1,1,1,8,5,2,,1,,,1,2,OtherPublic,362,1,1,1,2,4,6,6,2,7,7,5,1,1,5,5,6,1,2,5,White,Dem,1.5
5,,6,,7,,6,,7,,6,,6,,6,,5,,6,,4,,6,,6,,5,,4,,7,,5,,orange,55,1,,,,,,#NULL!,1,1,7,5,6,2,,1,,,3,8,OtherPublic,363,1,1,5,6,7,6,7,6,6,6,5,6,4,6,6,5,4,7,5,White,Dem,5.5
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,39,1,,,,,,#NULL!,4,1,8,6,5,2,,,1,,9,9,OtherPrivate,364,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Ind,9
,6,,6,,7,,7,,7,,6,,6,,6,,5,,7,,6,,5,,6,,5,,5,,7,,7,orange,44,1,,,,,,#NULL!,4,1,2,9,5,2,1,,,,10,10,SelfPublic,365,0,1,6,6,7,7,7,6,6,6,5,7,6,5,6,5,5,7,7,White,Rep,10
7,,7,,7,,7,,7,,6,,7,,6,,6,,6,,6,,6,,7,,6,,6,,7,,7,,orange,29,1,,,,,,#NULL!,2,1,8,2,5,2,,,1,,3,8,OtherPublic,366,1,1,7,7,7,7,7,6,7,6,6,6,6,6,7,6,6,7,7,White,Ind,5.5
5,,6,,3,,6,,3,,3,,5,,6,,5,,6,,5,,3,,6,,6,,3,,5,,6,,orange,43,1,,,,,,#NULL!,1,1,1,5,3,1,,1,,,9,9,OtherPublic,367,1,1,5,6,3,6,3,3,5,6,5,6,5,3,6,6,3,5,6,White,Dem,9
,6,,4,,4,,6,,6,,6,,5,,6,,4,,5,,4,,4,,6,,4,,4,,5,,6,orange,27,1,,,,,,#NULL!,1,1,2,3,3,3,,1,,,1,1,SelfPublic,368,0,1,6,4,4,6,6,6,5,6,4,5,4,4,6,4,4,5,6,White,Dem,1
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,61,1,,,,,,#NULL!,4,1,1,6,4,2,,,1,,10,4,OtherPrivate,369,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Ind,7
,7,,5,,7,,7,,6,,6,,7,,7,,7,,6,,6,,6,,7,,7,,4,,7,,7,orange,37,1,,,,,,#NULL!,1,1,1,5,4,2,,1,,,2,2,SelfPrivate,370,0,0,7,5,7,7,6,6,7,7,7,6,6,6,7,7,4,7,7,White,Dem,2
5,,5,,6,,6,,7,,6,,6,,5,,5,,5,,7,,5,,7,,5,,5,,5,,6,,orange,36,1,,,,,,#NULL!,4,1,1,8,5,1,1,,,,10,10,OtherPublic,371,1,1,5,5,6,6,7,6,6,5,5,5,7,5,7,5,5,5,6,White,Rep,10
,6,,4,,5,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,4,,6,,6,orange,36,1,,,,,,#NULL!,1,1,3,1,3,1,,,1,,2,2,SelfPrivate,372,0,0,6,4,5,6,6,6,6,6,6,6,6,6,6,6,4,6,6,White,Ind,2
,5,,5,,6,,6,,6,,5,,6,,6,,4,,5,,4,,5,,6,,3,,3,,6,,6,orange,66,1,,,,,,#NULL!,3,1,1,3,5,2,1,,,,4,8,SelfPublic,373,0,1,5,5,6,6,6,5,6,6,4,5,4,5,6,3,3,6,6,White,Rep,6
,5,,3,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,orange,62,1,,,,,,#NULL!,2,1,2,2,4,2,,1,,,1,1,SelfPrivate,374,0,0,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,White,Dem,1
,6,,5,,6,,6,,6,,6,,6,,6,,4,,6,,6,,4,,6,,4,,2,,6,,6,orange,52,1,,,,,,#NULL!,1,1,1,8,5,1,,,1,,4,4,SelfPublic,375,0,1,6,5,6,6,6,6,6,6,4,6,6,4,6,4,2,6,6,White,Ind,4
,7,,7,,6,,6,,7,,7,,7,,7,,7,,7,,6,,6,,7,,7,,7,,7,,6,orange,50,1,,,,,,#NULL!,3,1,3,2,5,2,,,1,,4,4,SelfPrivate,376,0,0,7,7,6,6,7,7,7,7,7,7,6,6,7,7,7,7,6,White,Ind,4
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,36,1,,,,,,#NULL!,2,1,1,3,6,2,,1,,,1,1,SelfPrivate,377,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,1
,4,,4,,5,,6,,6,,5,,7,,7,,7,,6,,6,,7,,6,,6,,5,,6,,6,orange,34,1,,,,,,#NULL!,1,1,1,6,5,1,1,,,,4,8,SelfPrivate,378,0,0,4,4,5,6,6,5,7,7,7,6,6,7,6,6,5,6,6,White,Rep,6
5,,7,,7,,7,,7,,7,,7,,7,,4,,6,,7,,3,,7,,2,,7,,2,,7,,orange,60,,1,,,,,#NULL!,3,1,2,3,3,2,,1,,,4,4,OtherPublic,379,1,1,5,7,7,7,7,7,7,7,4,6,7,3,7,2,7,2,7,Black,Dem,4
,5,,5,,5,,6,,6,,6,,5,,6,,5,,7,,6,,6,,6,,6,,5,,6,,6,orange,33,1,,,,,,#NULL!,1,1,8,9,3,1,,1,,,2,3,SelfPrivate,380,0,0,5,5,5,6,6,6,5,6,5,7,6,6,6,6,5,6,6,White,Dem,2.5
4,,4,,5,,5,,6,,5,,6,,6,,5,,5,,4,,4,,5,,5,,4,,5,,5,,orange,45,1,,,,,,#NULL!,1,1,2,5,5,1,,1,,,1,2,OtherPublic,381,1,1,4,4,5,5,6,5,6,6,5,5,4,4,5,5,4,5,5,White,Dem,1.5
,4,,4,,4,,6,,6,,5,,4,,4,,5,,4,,4,,5,,5,,5,,4,,1,,4,orange,30,1,,,,,,#NULL!,2,1,2,4,5,2,,,1,,4,3,SelfPublic,382,0,1,4,4,4,6,6,5,4,4,5,4,4,5,5,5,4,1,4,White,Ind,3.5
3,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,4,,4,,5,,orange,36,1,,,,,,#NULL!,1,1,3,3,6,3,,1,,,1,1,OtherPublic,383,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,White,Dem,1
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,28,1,,,,,,#NULL!,1,1,1,7,5,2,,1,,,1,1,SelfPrivate,384,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,1
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,71,1,,,,,,#NULL!,4,1,6,5,6,2,,1,,,2,2,OtherPrivate,385,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Dem,2
5,,5,,6,,5,,5,,5,,6,,7,,5,,6,,6,,5,,6,,5,,6,,6,,5,,orange,33,1,,,,,,#NULL!,1,1,1,4,4,1,,,1,,4,4,OtherPrivate,386,1,0,5,5,6,5,5,5,6,7,5,6,6,5,6,5,6,6,5,White,Ind,4
5,,5,,5,,5,,5,,6,,5,,5,,6,,6,,6,,5,,5,,6,,5,,5,,6,,orange,30,1,,,,,,#NULL!,4,1,8,7,6,2,,,1,,4,4,OtherPrivate,387,1,0,5,5,5,5,5,6,5,5,6,6,6,5,5,6,5,5,6,White,Ind,4
7,,6,,7,,7,,7,,7,,7,,6,,6,,7,,7,,6,,6,,6,,7,,7,,7,,orange,49,1,,,,,,#NULL!,1,1,8,4,5,2,,,1,,4,8,OtherPrivate,388,1,0,7,6,7,7,7,7,7,6,6,7,7,6,6,6,7,7,7,White,Ind,6
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,43,1,,,,,,#NULL!,1,1,1,6,2,2,,1,,,1,1,OtherPrivate,389,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Dem,1
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,46,1,,,,,,#NULL!,4,1,1,5,2,2,1,,,,9,8,OtherPublic,390,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Rep,8.5
5,,4,,5,,7,,7,,5,,6,,7,,6,,7,,7,,6,,7,,7,,3,,6,,7,,orange,60,1,,,,,,#NULL!,1,1,3,4,3,2,,1,,,1,1,OtherPublic,391,1,1,5,4,5,7,7,5,6,7,6,7,7,6,7,7,3,6,7,White,Dem,1
,6,,6,,6,,7,,7,,6,,7,,6,,7,,7,,7,,6,,6,,6,,6,,6,,7,orange,67,,1,,,,,#NULL!,4,1,6,6,2,2,,,,1,4,4,SelfPrivate,392,0,0,6,6,6,7,7,6,7,6,7,7,7,6,6,6,6,6,7,Black,Other,4
5,,4,,6,,6,,6,,6,,5,,6,,5,,7,,6,,6,,6,,6,,4,,7,,4,,orange,34,1,,,,,,#NULL!,2,1,1,6,4,4,,1,,,4,3,OtherPublic,393,1,1,5,4,6,6,6,6,5,6,5,7,6,6,6,6,4,7,4,White,Dem,3.5
,5,,4,,4,,6,,5,,5,,6,,5,,5,,3,,4,,5,,5,,6,,3,,5,,5,orange,25,1,,,,,,#NULL!,1,1,1,6,5,2,,1,,,2,4,SelfPrivate,394,0,0,5,4,4,6,5,5,6,5,5,3,4,5,5,6,3,5,5,White,Dem,3
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,35,1,,,,,,#NULL!,1,1,1,5,3,2,,,1,,1,1,SelfPrivate,395,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Ind,1
,4,,4,,4,,4,,4,,5,,4,,4,,5,,4,,4,,4,,3,,5,,4,,4,,4,orange,34,1,,,,,,#NULL!,5,1,1,8,6,1,,,1,,4,4,SelfPublic,396,0,1,4,4,4,4,4,5,4,4,5,4,4,4,3,5,4,4,4,White,Ind,4
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,33,,,,1,,,#NULL!,3,2,2,1,3,1,1,,,,9,9,OtherPublic,397,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Asian,Rep,9
,3,,3,,5,,6,,6,,4,,6,,5,,4,,6,,6,,5,,5,,6,,4,,4,,6,orange,48,1,,,1,,,#NULL!,1,1,2,6,6,2,,,1,,2,2,SelfPrivate,398,0,0,3,3,5,6,6,4,6,5,4,6,6,5,5,6,4,4,6,Asian,Ind,2
4,,5,,6,,7,,7,,7,,7,,7,,7,,5,,5,,7,,6,,7,,4,,7,,7,,orange,29,,,,1,,,#NULL!,2,1,2,3,3,2,,1,,,1,1,OtherPublic,399,1,1,4,5,6,7,7,7,7,7,7,5,5,7,6,7,4,7,7,Asian,Dem,1
5,,6,,6,,6,,6,,6,,6,,6,,5,,6,,5,,5,,6,,5,,5,,6,,6,,orange,58,1,,,,,,#NULL!,1,1,8,3,2,2,1,,,,9,9,OtherPublic,400,1,1,5,6,6,6,6,6,6,6,5,6,5,5,6,5,5,6,6,White,Rep,9
,6,,5,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,6,,5,,5,,6,orange,65,1,,,,,,#NULL!,3,1,3,2,4,2,,1,,,3,8,SelfPrivate,401,0,0,6,5,6,6,6,6,6,6,6,6,5,6,6,6,5,5,6,White,Dem,5.5
7,,7,,2,,6,,7,,2,,7,,1,,6,,7,,1,,7,,2,,2,,7,,2,,7,,orange,28,1,,,,,,#NULL!,4,1,1,5,6,2,,1,,,1,1,OtherPublic,402,1,1,7,7,2,6,7,2,7,1,6,7,1,7,2,2,7,2,7,White,Dem,1
,5,,4,,6,,5,,6,,4,,5,,5,,4,,5,,5,,5,,5,,5,,4,,4,,5,orange,37,,1,,,,,#NULL!,1,1,1,6,5,1,,,1,,3,8,SelfPublic,403,0,1,5,4,6,5,6,4,5,5,4,5,5,5,5,5,4,4,5,Black,Ind,5.5
,6,,5,,5,,6,,6,,6,,6,,6,,5,,6,,6,,5,,6,,6,,5,,6,,6,orange,36,1,,,,,,#NULL!,1,1,2,2,3,1,,,1,,1,1,SelfPrivate,404,0,0,6,5,5,6,6,6,6,6,5,6,6,5,6,6,5,6,6,White,Ind,1
6,,6,,6,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,,6,,7,,orange,43,1,,,,,,#NULL!,1,1,1,5,3,2,,,1,,4,3,OtherPrivate,405,1,0,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5,6,7,White,Ind,3.5
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,51,1,,,,,,#NULL!,1,1,1,7,5,2,,,1,,4,4,OtherPrivate,406,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Ind,4
,4,,6,,6,,6,,6,,4,,6,,6,,6,,6,,4,,6,,6,,6,,4,,4,,6,orange,59,1,,,,,,#NULL!,1,1,1,9,3,1,,,1,,4,4,SelfPrivate,407,0,0,4,6,6,6,6,4,6,6,6,6,4,6,6,6,4,4,6,White,Ind,4
4,,4,,5,,5,,5,,4,,5,,5,,5,,4,,4,,5,,5,,4,,4,,4,,5,,orange,43,1,,,,,,#NULL!,1,1,4,6,3,1,,,1,,10,9,OtherPublic,408,1,1,4,4,5,5,5,4,5,5,5,4,4,5,5,4,4,4,5,White,Ind,9.5
,4,,4,,1,,4,,1,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,7,orange,67,1,,,,,,#NULL!,1,1,1,2,2,1,,,1,,4,4,SelfPrivate,409,0,0,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,7,White,Ind,4
6,,4,,5,,6,,6,,4,,6,,5,,2,,4,,5,,6,,6,,2,,6,,5,,5,,orange,34,1,,,,,,#NULL!,2,1,1,4,4,1,,,1,,3,8,OtherPublic,410,1,1,6,4,5,6,6,4,6,5,2,4,5,6,6,2,6,5,5,White,Ind,5.5
6,,3,,6,,7,,7,,6,,7,,7,,7,,6,,5,,5,,6,,5,,3,,5,,5,,orange,35,1,,,,,,#NULL!,2,1,1,4,5,2,,1,,,3,3,OtherPrivate,411,1,0,6,3,6,7,7,6,7,7,7,6,5,5,6,5,3,5,5,White,Dem,3
,5,,5,,4,,7,,7,,6,,7,,7,,7,,7,,5,,5,,6,,6,,4,,4,,6,orange,54,1,,1,,,,#NULL!,1,1,1,4,5,2,,1,,,2,4,SelfPrivate,412,0,0,5,5,4,7,7,6,7,7,7,7,5,5,6,6,4,4,6,AmerInd,Dem,3
,5,,7,,7,,7,,7,,7,,7,,7,,6,,7,,7,,6,,7,,6,,6,,7,,7,orange,65,1,,,,,,#NULL!,1,1,2,6,6,1,,1,,,3,8,SelfPublic,413,0,1,5,7,7,7,7,7,7,7,6,7,7,6,7,6,6,7,7,White,Dem,5.5
7,,6,,6,,7,,7,,7,,7,,7,,7,,7,,6,,6,,7,,7,,6,,6,,7,,orange,38,,,,1,,,#NULL!,3,1,1,7,4,1,1,,,,9,9,OtherPrivate,414,1,0,7,6,6,7,7,7,7,7,7,7,6,6,7,7,6,6,7,Asian,Rep,9
,4,,5,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,5,,7,,4,,5,,5,orange,40,1,,,,,,#NULL!,3,1,1,4,5,2,,1,,,2,2,SelfPrivate,415,0,0,4,5,6,6,6,6,6,6,6,6,5,6,5,7,4,5,5,White,Dem,2
,3,,4,,4,,5,,5,,5,,6,,5,,5,,5,,5,,4,,5,,4,,3,,3,,5,orange,67,1,,,,,,#NULL!,4,1,8,4,3,1,,1,,,1,2,SelfPublic,416,0,1,3,4,4,5,5,5,6,5,5,5,5,4,5,4,3,3,5,White,Dem,1.5
,6,,4,,6,,6,,6,,5,,7,,6,,6,,7,,4,,4,,6,,4,,5,,5,,6,orange,33,,1,,,,,#NULL!,2,1,1,7,6,2,,1,,,1,2,SelfPrivate,417,0,0,6,4,6,6,6,5,7,6,6,7,4,4,6,4,5,5,6,Black,Dem,1.5
6,,6,,6,,7,,7,,6,,7,,7,,6,,6,,6,,5,,7,,7,,6,,7,,6,,orange,36,1,,,,,,#NULL!,1,1,1,6,3,1,,,1,,2,3,OtherPrivate,418,1,0,6,6,6,7,7,6,7,7,6,6,6,5,7,7,6,7,6,White,Ind,2.5
,6,,6,,5,,5,,7,,6,,7,,7,,6,,6,,5,,5,,6,,6,,4,,4,,6,orange,31,1,,,,,,#NULL!,3,1,8,7,3,2,1,,,,9,9,SelfPublic,419,0,1,6,6,5,5,7,6,7,7,6,6,5,5,6,6,4,4,6,White,Rep,9
,7,,6,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,7,orange,31,,,1,,,,#NULL!,4,1,7,6,5,2,,,1,,9,9,SelfPrivate,420,0,0,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,AmerInd,Ind,9
,6,,6,,7,,7,,7,,6,,7,,6,,7,,6,,6,,5,,7,,6,,5,,6,,6,orange,75,1,,,,,,#NULL!,3,1,6,5,3,1,,1,,,3,4,SelfPublic,421,0,1,6,6,7,7,7,6,7,6,7,6,6,5,7,6,5,6,6,White,Dem,3.5
,5,,5,,6,,6,,5,,6,,6,,6,,5,,5,,5,,5,,6,,5,,6,,5,,5,orange,47,1,,,,,,#NULL!,2,1,1,3,3,1,,1,,,1,1,SelfPublic,422,0,1,5,5,6,6,5,6,6,6,5,5,5,5,6,5,6,5,5,White,Dem,1
,6,,5,,5,,7,,7,,7,,6,,5,,7,,6,,5,,6,,7,,7,,6,,5,,7,orange,46,1,,,,,,#NULL!,3,1,8,5,4,1,,,,1,8,8,SelfPublic,423,0,1,6,5,5,7,7,7,6,5,7,6,5,6,7,7,6,5,7,White,Other,8
3,,3,,6,,7,,7,,6,,6,,6,,3,,6,,5,,4,,7,,5,,3,,6,,6,,orange,44,1,,,,,,#NULL!,3,1,2,6,4,2,,,1,,4,8,OtherPublic,424,1,1,3,3,6,7,7,6,6,6,3,6,5,4,7,5,3,6,6,White,Ind,6
,5,,5,,5,,6,,6,,4,,6,,6,,4,,6,,5,,6,,6,,5,,4,,7,,6,orange,38,1,,,,,,#NULL!,2,1,1,5,5,1,,1,,,2,3,SelfPublic,425,0,1,5,5,5,6,6,4,6,6,4,6,5,6,6,5,4,7,6,White,Dem,2.5
,6,,6,,6,,7,,6,,6,,7,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,61,1,,,,,,#NULL!,4,1,1,6,3,2,1,,,,10,10,SelfPrivate,426,0,0,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,White,Rep,10
,6,,5,,3,,6,,5,,5,,7,,6,,6,,5,,4,,5,,5,,5,,5,,6,,5,orange,21,1,,,,,,#NULL!,3,1,5,1,3,1,,1,,,1,1,SelfPrivate,427,0,0,6,5,3,6,5,5,7,6,6,5,4,5,5,5,5,6,5,White,Dem,1
,6,,5,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,63,1,,,,,,#NULL!,1,1,2,2,5,2,,1,,,1,1,SelfPrivate,428,0,0,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Dem,1
5,,5,,6,,3,,5,,5,,6,,5,,6,,5,,3,,6,,5,,6,,4,,5,,5,,orange,36,1,,,,,,#NULL!,4,1,1,7,6,2,,1,,,4,4,OtherPublic,429,1,1,5,5,6,3,5,5,6,5,6,5,3,6,5,6,4,5,5,White,Dem,4
,6,,6,,6,,6,,6,,6,,6,,7,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,34,1,,,,,,#NULL!,3,1,1,8,5,2,1,,,,10,10,SelfPrivate,430,0,0,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,White,Rep,10
,5,,5,,5,,6,,5,,5,,6,,6,,5,,5,,6,,5,,6,,6,,5,,5,,6,orange,49,1,,,,,,#NULL!,3,1,1,8,4,1,1,,,,8,8,SelfPublic,431,0,1,5,5,5,6,5,5,6,6,5,5,6,5,6,6,5,5,6,White,Rep,8
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,32,1,,,,,,#NULL!,1,1,8,6,4,1,,1,,,2,2,SelfPrivate,432,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,2
6,,6,,5,,7,,7,,5,,7,,7,,6,,5,,5,,4,,7,,7,,6,,5,,6,,orange,68,1,,,,,,#NULL!,2,1,1,2,3,2,,1,,,1,1,OtherPrivate,433,1,0,6,6,5,7,7,5,7,7,6,5,5,4,7,7,6,5,6,White,Dem,1
,6,,5,,5,,6,,6,,5,,7,,7,,6,,6,,6,,5,,6,,6,,6,,6,,6,orange,64,,1,,,,,#NULL!,3,1,2,6,5,2,,1,,,1,1,SelfPrivate,434,0,0,6,5,5,6,6,5,7,7,6,6,6,5,6,6,6,6,6,Black,Dem,1
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,67,1,,,,,,#NULL!,3,1,2,6,5,2,1,,,,3,8,OtherPrivate,435,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Rep,5.5
,4,,4,,4,,6,,6,,4,,5,,6,,5,,4,,4,,4,,5,,5,,4,,5,,4,orange,39,1,1,,,,,#NULL!,3,1,1,8,3,2,,1,,,2,3,SelfPublic,436,0,1,4,4,4,6,6,4,5,6,5,4,4,4,5,5,4,5,4,Black,Dem,2.5
6,,5,,5,,6,,6,,6,,5,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,Orange,44,1,,,,,,#NULL!,1,1,1,6,5,2,,1,,,3,3,OtherPrivate,437,1,0,6,5,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,White,Dem,3
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,Orange,30,,1,,,,,#NULL!,4,1,8,6,4,2,,,1,,8,9,SelfPrivate,438,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Black,Ind,8.5
5,,1,,5,,7,,5,,7,,5,,5,,6,,4,,6,,7,,5,,5,,3,,3,,4,,Orange,37,,1,,,,,#NULL!,3,1,1,6,6,2,,,1,,2,2,OtherPublic,439,1,1,5,1,5,7,5,7,5,5,6,4,6,7,5,5,3,3,4,Black,Ind,2
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,Orange,38,1,,,,,,#NULL!,3,1,1,8,6,1,,,1,,3,4,OtherPrivate,440,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Ind,3.5
3,,4,,6,,5,,7,,4,,7,,7,,5,,5,,5,,4,,7,,5,,4,,7,,7,,Orange,35,1,,,,,,#NULL!,1,1,2,6,3,1,1,,,,8,8,OtherPublic,441,1,1,3,4,6,5,7,4,7,7,5,5,5,4,7,5,4,7,7,White,Rep,8
